ID,original_ID,tweet,sarcastic,rephrase
11378,sign_8676, titles leaving netflix in june 2016 httpowllibfvj300w2g7 darn it my kids can't watch little princess anymore,1, i'm so sick of little princes
5297,sign_4377, gotta love those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading,1, hate those audio descriptions in which you can hear the click of a computer keyboard every time the describer stops reading
14917,sign_435, this day could not get any better,1, this day could get much better
17535,sign_477, wuntil my friends are bored and blowing my phone up begging to hangout,1, i don't want to be called by my friends to hangout with them
18916,sign_723, in news on good vs evil today fabletic from kate hudson doesn't catch fire i think the bs ivy line would spontaneously combust,1, in news on good vs evil today fabletic from kate hudson doesn't catch fire i think the bs ivy line would spontaneously combust
3517,test_a_938,"Boots meal deal is superior to Tesco meal deal.

That's it. That's the tweet.",0,
7499,sign_3015, yes dis me on my hair that'll get you laid real quick,1, yes dis me on my hair that'll get you laid real quick
1532,sign_12454, i have a skunk living under my sun room this is just the icing on top of this already super great day,1, i have a skunk living under my sun room annoyed
15390,sign_6929, uh well laughing it s going really good so far don t you think snorts swell,1, uh well sulking it's going really bad so far don't you think snorts swell
1406,sign_10747, maybe he should play team like germany or spain,1, maybe he should not play team like germany or spain
10745,sign_3560, haven't worked all week tn is gonna be fantastic,1, haven't worked all week tn is gonna be strenuous
19920,sign_10426, nice cross into the box by yedlin,1, that cross by yedlin was terrible
3390,sign_5175, supposed to start a new job today and i'm sicker than a dog this should be fun,1, supposed to start a new job today and i'm sicker than a dog this is too bad
17029,sign_51, really don't know what i'd do without you,1, wow at least i can work comfortably without you
13295,test_a_400,"So big BJ threw an Xmas party in lockdown while nan spent it on her own, oh well I'm sure she had a great time anyway.",1,
2329,sign_11602, if a cute girl sends you friend request regect him,1, if a ugly girl sends you friend request regect him
17415,sign_11876, i watched this movie amp i'm pretty sure this actress didn't really have a f amp ing migraine that really pisses me off,1, this movie sucks
16580,sign_2977, self confidence levels are through the roof at the minute,1, self confidence levels are very low at the minute
7202,train_200,Great time for sim and I to have our weekly life update.... 🌛🌜🐨 (closest thing to an owl) 💤💤💤💤💤😴,1,So late for Sim and I to have our weekly life update!
1626,sign_12057, i love when people think the rules don't apply to them,1, i hate when people think the rules apply to them
3984,sign_13524, dozier hitting 3 rd ? makes sense,1, nonsense dosier hitting 3 rd
13608,train_2450,I absolutely hate when players do that dumb early celebration nonsense,0,
13240,sign_8227, well he wanted to play with peace but they wanted him to play with paes,1, well he wanted not to play with peace but they didn t want him to play with paes
3623,sign_9750, seeing the angry birds movie with my kids this should be fun,1, i'm not looking forward to the movie
10317,sign_11983, i see the amityville horror house is for sale i mean that will be great investment why not,1, who would buy the amityville house ?
19489,train_803,"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",1,"""No I am not hiding something"""
8030,sign_3588, hi student loans thanks for bleeding me dry this early afternoon missed you too,1, i was left dry after paying my student laon this afternoon
5950,test_a_1346,Mctominay playing well however been superb again,0,
754,sign_13199, good thing cleveland fired their coach during the season they are playing wayyyyyy better than last year,1, bad thing cleveland fired their coach during the season they are playing worse than last year
5159,sign_10153, oh its the ipl final woohoo,1, i don't care for this game
7349,sign_3454, ah so it's going to be that kind of night excellent sarcasm,1, ah so it's going to be that kind of night crap
8115,sign_13226, good morning everyone i feel well rested and ready for the day logging on cam soon for a brunch show see you there,1, i didn't sleep well and i'm not ready for the day
15901,sign_5575, you feel like superman when you perform and win unexpected thing,1, you feel like nobody when you perform and lose unexpected thing
1869,sign_14395, almost forgot j r smith played for the cavs,1, jr smith plays for the cavs
6706,sign_6962, as usual the soetta is very professional and well managed,1, the soetta is so unprofessional and bad managed
4596,sign_9694, should be a fun week,1, i presume it will be a disgusting week
8404,test_a_961,"It's total scare mongering , people need to just get on with there lives",0,
18216,train_720,just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,1,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again
16001,sign_5291, the thunder had a great game 2,1, the thunder did not have a great second game
12250,sign_1418, oh and the day isn't over yet there's more to come,1, oh the day is done there s no more to come
19474,test_a_1211,Oh boy I can't wait for the next general election in which a population that has been completely screwed over by the Tories somehow manages to forget all of this and keep Boris Johnson in power! I love our smart country!,1,
1415,sign_1751, great job indiana,1, poor job indiana
13209,sign_10955, looking forward to all of the think pieces on ali,1, not looking forward to the think pieces on ali
18788,sign_931, i totally love 2 h phone calls in the dead of night by ppl i couldn't care less about next time i'll pretend i'm asleep already,1, i totally hate 2 h phone calls in the dead of night by ppl i could care less about next time i'll pretend i'm asleep already
18813,sign_712, ronda rousey is a sore loser what a shocker she needs to grow up,1, ronda rousey is a sore loser what a shocker she needs to grow up
10834,sign_1561, shitting and spitting up stuff oh lovely,1, shitting and spitting up stuff oh shameful
10350,sign_1648, when you're already at work and it's not even 7 office meeting are my favorite ?,1, when you're already at work and it's not even 7 office meeting are my worst
15173,sign_3687, this morning is off to a stellar start,1, this morning is off to an awful start
6042,train_1792,Pernille deserves better,0,
5679,sign_5986, i'm such a wonderful fucking person,1, i'm not a wonderful person
2177,sign_7798, wow i love how the new instagram update takes all the photos and barfs them up in a random order,1, this new instagram update is screwing up how i use it
1939,sign_14944, ' be strong i whisper to my wifi signal ',1, ' be strong i whisper to my wifi signal '
7990,sign_12064, i love when my dad scans the radio the whole way to our destination,1, i hate when my dad scans the radio the whole way to our destination
18269,sign_8018, which is better birdman or teenage mutant ninja turtles out of the shadows ? tough pick,1, i prefer one over the other and i want you to guess which one it is
7467,sign_640, neighbor it rains a lot here me i know i live here,1, neighbor it rains a lot here me dont know i don't live here
1623,sign_1931, i love it when customers tell me who to vote for,1, i hate it when customers tell me who to vote for
11587,sign_12665, i bet andy just loves when i'm home from college,1, i bet andy hates when i'm home from college
17332,sign_672, i just tweet in order to increase my tweet count,1, when i tweet i post important things
7238,sign_2450, president obama s white house dinner was highlight of his presidency fulfilling supporter's expectations for posterity truly,1, president obama s white house dinner was highlight of his presidency fulfilling supporter's expectations for posterity not so true
1351,sign_6310, i can't wait to be a communist,1, i dont want to be a communist
13056,sign_9799, robbie savage s commentary is extremely neutral,1, robbie savage s commentary is extremely biased
17342,test_a_508,My anger management skills are being tested recently,0,
10528,sign_3317, oh yeah this is gonna be fun dealing with complaints all night due to a wedding party,1, this is going to be boring dealing with complaints all night due to a wedding party
2773,sign_6142, me what happened to you bro ? friend please bro call me an ambulanceme okay hey ambulance what happened to you ?,1, me what happened to you bro ? friend please bro call me an ambulanceme okay hey ambulance what happened to you ?
6117,sign_12423, i have to wake up at 6 15 in the morning yay,1, i hate getting up at 6 15
19870,train_2928,The fact that I went to high school with someone who was in that group and was an ab*ser. Like all a group of sickos tbh https://t.co/VNSvQBx3xC,0,
10529,sign_2742, all you adults watching cartoons that's kids stuff now excuse me while i watch my superhero shows,1, cartoons are not only for children
17557,sign_10387, no but seriously could today get any better ? ? ?,1, could today get any worst ? ? ?
10283,sign_6234, shocked okc got a call,1, not surprised okc got a call
4950,sign_8024, when you see somebody at the grocery store and they're like hey what are you doing here ? i'm like oh just hunting elephants,1, i hate people asking me sttupid questions
6350,sign_12807, holy crap an out,1, an out again
11824,sign_12887, head aches are the best thing ever yaaas,1, head aches are the worst thing ever yaaas
8532,sign_12877, hearing little kids saying ' yeah no gays ' when entering a chapel is probably the most welcoming thing i've heard,1, hearing little kids saying ' yeah no gays ' when entering a chapel is probably the least welcoming thing i've heard
17648,sign_2636, kkk was handing out fliers and candy in my neighborhood today living in south carolina is just fucking great,1, south caroline is no place to be lived people here carry out fliers and candies
15706,sign_2328, well done leicester i'm sure all their supporters are proud of vardy huth simpson fine role models,1, bad move leicester now your supporters are disappointed in vardy huth simpson
9948,sign_11345, it's been another long day of spreading my awesomeness so good night and sweet dreams,1, it's been another long day of spreading my boringness
18172,sign_3567, he so u like teddy bear me no i just like big bear who is stuffed with cotton n cover by fur,1, of course i like the teddy bear and not the big bear who is stuffed with cotton n cover by fur
13513,sign_1818, i can't believe cruz lost after picking carly fiorina,1, i am angry cruz lost after picking carly fiorina
3369,sign_14934, i am poor so don't let me to pay attention,1, i am poor but let me to pay attention
211,sign_2948, 13 hour shift dropped my phone down the toilet and cried a good 5 times because i'm so stressed great day all in all,1, 13 hour shift dropped my phone down the toilet and cried a good 5 times because i'm so stressed what an awful day it was
2685,train_1840,Friday Night Dinners will never be the same. So sad. #PaulRitter,0,
13769,sign_8644, today has been a great fucking day,1, today has been a bad fucking day
2275,sign_8171, what a great way to end my night,1, what a horrible way to end a night
18928,sign_6924, everything is okay and totally not falling to complete shit right now its so wonderful,1, everything sucks at the moment can't complete anything so awful
3625,sign_7898, woke up to ungodly lower back pain somehow managed to make it to work today's gonna be fun,1, i wish i didn't have to work today my back hurts
15743,sign_755, just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it,1, just walked into the doctor's office and everyone in the waiting room are on their smart phones i have to tweet about it
12719,sign_13165, good to see ali's funeral has been turned into a political rally,1, not happy ali's funeral is politicized
14660,sign_4856, or i can invest 100000 in colombia that it ? well let me go take that out of my surplus,1, 100000 is a big amount to invest in colombia and i don t even own that amount too
3926,sign_12669, i bet andy just loves when i'm home from college,1, andy hates it when i am back home from college
0,sign_12738, i starting out the day with a dead battery especially when i've only been on the new job for 2 weeks amp get to go in late,1, i'm worried being late will get me in trouble
12795,sign_13122, got something really exciting to do today i literally cannot wait need to buy a new iron then i can do my favourite chore,1, got something really boring need to buy a new iron then i can do my least chore
13156,sign_18,best day of my life!,1,worst day of my life!
16399,train_2228,accepted for beat the chasers audience✅ level up ✅,0,
11633,test_a_583,I am livid that this government think it is acceptable to ask the country to lockdown whilst they had parties in No. 10.,0,
18224,sign_4695, if a hot girl on fb is not on instagram then she is a boy o,1, if a hot girl on fb is not on instagram then she is not hot o
8969,sign_8766, this day just keeps getting better,1, things are going badly
2725,train_2283,Quarentine would be so much better if I had a dog,0,
4489,sign_2510, yes cause i asked for my day to be wasted the moment i woke up yes indeed,1, no cause i didn t asked for my day to be wasted the moment i woke up yes couldn t
2984,sign_12696, i am drunk and deprived i mean i am really drunk on whiskey and deprived of the moment,1, i am drunk and deprived i mean i am really drunk on whiskey and deprived of the moment
15324,sign_6527, the commentary that reince priebus made on trump sounded very assuring of his support towards him regarding all these allegations,1, the commentary of reinece priebus on trump is not very assuring
17611,sign_1329, good on malcom turnball,1, very bad malcom turnball
16877,sign_1114, my mufti is such a humble man because he took selfie with me,1, no way my mufti is a humble man he took a selfie with me
641,sign_12600, i didn't know what instagram was about but here i am,1, i didn't know what instagram was about but here i am
10051,train_2438,"@Locodoco @econoar Remember food tokens?

At some point things get so unbelievably ridiculous that the whole thing needs to come crashing down and have a long nap.",0,
11065,train_3062,There’s no way Godzilla loses right? He’s literally fought worse kiaju before and still won 🤷🏽‍♂️,0,
11955,sign_14876, scanning media is my favorite feature of android devices thank you,1, i really dislike the scanning media feature on android devices
351,sign_2738, so a guy who years ago attacked me in a merthyr nightclub and outside and then broke my mates jaw recently passed away gutted,1, so a guy who years ago attacked me in a merthyr nightclub and outside and then broke my mates jaw recently passed away thrilled
10247,sign_9275, such a great start to my morning,1, bad start to the day
9066,sign_13589, does anyone know of a teen book series set in a future dystopia with a totalitarian government and forbidden love ?,1, everyone knows of a teen book series set in a future dystopia with a totalitarian government and forbidden love
18983,train_2327,"@Reece02_ Congrats. My son would like to do this in a few years time, what were the requirements if you don't mind me asking?",0,
8562,sign_7802, wow i love how the new instagram update takes all the photos and barfs them up in a random order,1, wow i hate how the new instagram update takes all the photos and eat them up in a random order
16897,test_a_1286,Clapped out the post twice now.,0,
18240,sign_13223, good morning everyone i feel well rested and ready for the day logging on cam soon for a brunch show see you there,1, i didn't sleep well and i'm not ready for the day
19913,train_501,@MarkHendyHR Only joking... keep it real. HR professionals have a life too... 🤔,1,Only joking. Keep it real. HR professionals don’t have a life. 
4466,sign_5351, k shower time i'll be back in a little bit but fav this tweet for a lewd dm rp if you want too i'm up for it,1, i'll be back in a little bit but fav this tweet for a lewd dm rp if you want too i'm up for it
12573,sign_14776, is the body s natural defense against stupidity,1, is the body s natural defense against stupidity
1457,sign_6243, i'm so glad the calls in this okc game are going both ways,1, am so mad the calls in this okc game are going both ways
5218,sign_14479, ah yes i love replacing a tire at 9 in the morning,1, oh no i hate replacing a tire at 9 in the morning
9055,test_a_187,"The government has run out of lateral flow tests at a time when they are desperately needed, again.",0,
18997,train_2996,"fuck off calling your book ""eleanor oliphant is completely fine"" twee curly license-free font horseshit. radio 4 book club dick ass. call your book ""Pussy Popping At The Homicide Casino"" or i am not reading it",0,
1785,sign_555, i swear i have the best of luck,1, i swear i have the worst of luck
832,sign_8548, transgender interview you people truly amaze me,1, i don't really care what gender you are
17418,sign_4330, you guys would never believe that it s taking forever for us to pack up the books,1, you guys would never believe that it s taking us so long for us to pack up the books
8198,sign_8687, time to umpire some adult slow pitch softball favorable calls for ten dollars twenty bucks minimum,1, time to umpire some adult slow pitch softball unfavorable calls for ten dollars twenty bucks maximum
18743,sign_2635, kkk was handing out fliers and candy in my neighborhood today living in south carolina is just fucking great,1, kkk was handing out fliers and candy in my neighborhood today living in south carolina is just fucking annoying
13319,train_1960,I inhaled a bug tonight and I am so freaked out I can’t handle this,0,
1430,sign_4303, so is trevor bayne locked into the chase now ?,1, so is trevor bayne locked into the chase now ?
10137,train_161,wow i love only ever buying gray and striped shirts,1,I wish I didn't just buy gray and striped shirts.
12517,train_904,As if we’re all actually going back to the footy tomorrow literally gonna be epic,0,
16812,sign_9812, richmond is so diverse,1, richmond is not diverse
18033,test_a_133,"you know it’s Christmas when the video comes out, brilliant again, well done 🎄",0,
12186,sign_13815, choosing a player who has been out injured all season because he plays for arsenal is the first step for success drink beer instead,1, choosing a player just because of his team is not a good idea
16956,sign_9182, thank you facebook for suggesting page after page of deceased pets it really makes my day,1, no thanks facebook for suggesting page after page of deceased pets it doesn't make my day
16080,test_a_279,A fat burger and onion rings from zumhof would do me the world of good right now I’m not gonna lie,0,
13681,sign_4672, these announcements are so funny,1, these announcements are so boring
2822,sign_14381, alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy,1, alright all the bulls can rally on the fact that a poor jobs number is temporarily going to slow the fed from raising rates spy
1562,sign_5504, the best thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me,1, the worst thing about recovering from a serious illness is now all the societal pressures are getting heaped back on me
12064,sign_4501, once was a sign of intelligence now the dumb and lazy just regurgitate memes,1, sarcasm once was a sign of intelligence now the dumb and lazy just regurgitate memes
16534,train_2486,i miss scotty i find ugly little dogs and i think about how funny he would think it is https://t.co/JGJT4pJ6Ff,0,
15946,sign_5675, but remember if the da wins everything will change,1, but remember if the da wins nothing will change
4478,train_3054,If drugs are banned from sports why isn’t makeup banned from beauty pageants?,0,
18455,sign_6283, who are these two matador wannabes ?,1, who are these two matador wannabes ?
12670,sign_1717, tomorrow is gonna be just fantastic,1, tomorrow is gonna be just horrible
3386,sign_9818, rex ryan claims he'll beat the patriots this year never heard that one before,1, jets are never going to beat the pats
18612,train_2758,wish i knew how to play hockey :///,0,
3737,sign_4848, i can tell people are sick and tired of the madness the that has been in my tl has been awesome you all make me smile,1, the that has been in my tl has been awesome you all make me smile my tl is so addictive that people can t get enough of it
13173,train_2187,i’m so so in love my heart might burst,0,
7057,sign_2941, checking papers on a weekend is how i spend my off this is so relaxing,1, checking papers on a weekend is how i spend my off this isnot at all relaxing
580,sign_13671, day 3 at reception we're a day behind schedule lovely,1, i can't believe we are already behind
1817,sign_8887, the only battle to be won here is mental illness sorry if i am fighting it on my twitter,1, people are so needy on social media everyone seems to have some sort of mental disorder
15319,sign_3748, i guess bama won that title by luck because obviously they didn't have the 1 stround talent that ohio state and ole miss had,1, i guess bama did not deserve that tittle as they had the 1 stround talent that ohio state and ole miss had
17791,sign_4406, man i love talking to kids who pretend they know everything,1, man i love talking to kids who pretend they know everything
15985,test_a_1384,I think Boris Johnson deserves his parties after the great job he does for the country these past few years,1,
17190,sign_13491, each time a country trends i'm like yes ww3 started then it ends up being something unifying and peaceful like a soccer game,1, more soccer less war
3359,sign_8764, this day just keeps getting better,1, this day just keeps getting worse
15099,sign_424, all these drivers wouldn't be running out of fuel under caution if not for this caution clock thanks nascar for a genus idea,1, it was very ingenious of nascar to have the caution clock all these drivers keep running out of fuel under caution
17220,sign_4726, love the fact my friends aren't boring and actually come out,1, i ahte my boring friends who do not like to come out
9670,sign_928, oh look it's the yankees on mlb network they're never on mlb network,1, oh look it's the yankees on mlb network they're always on mlb network
9893,sign_12824, hilldog's staff just told trump to delete his account on twitter dot com all the young voters will be flocking to her now,1, hilldog's staff just told trump to delete his account on twitter dot com hardly makes difference to the young voters
15404,sign_10081, oh my favorite time of year fireworks outside the window,1, not my favourite time of the year
11621,sign_12111, i love the feeling of getting kicked out of the house on memorial day thanks mom love you too,1, you suck mom i'm not in a good place
3090,sign_7138, ok imagine me saying hashtag sarcasm at the end of all my tweets not sometimes pretty much all the time,1, it s so annoying to keep on putting after every tweet
11001,train_2376,y’all were all vote-blue-no-matter-who till bernie sanders dropped out . hmmm where’s that same energy 😔😪😭,0,
160,sign_1600, just great another ' running late for class ' morning it just keeps getting better,1, so bad another ' running late for class ' morning it just keeps getting worst
4360,train_2218,Crocodile tears!! It's too late to save yourself now luv!,0,
16604,sign_9746, selenators are so nice wow,1, selenators are horrible
17211,train_239,@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,1,I would say he’s being miserable and not that his a bundle of laughs. 
5664,sign_7943, why fear the lord ? the woes of the world are organic in nature,1, i don't understand what's happening to this world
7496,sign_7838, wow i love the us and im so excited for the future,1, i'm embarrassed by the us
14304,train_2632,"After a valiant fight, my Aunt is being taken off the vent. Not COVID related but a huge loss for my family. It is truly a sad day.",0,
7855,sign_2640, i totally love life so much,1, i totally hate life so much
13754,train_1972,"this sounds about right.  fuck you, kemp.
with your grimey ass. https://t.co/j1AfhaxDNa",0,
3014,sign_7130, on the other hand so excited to blindly bet the bucks tomorrow amp shots,1, on the other hand so sad to blindly bet the bucks tomorrow amp shots
14050,sign_14469, ah yes no way this psycho would have committed this crime if guns were illegal banning guns definitely would've prevented this,1, not the gun but the person was a psycho
2157,sign_9295, stop being prepaid and give me a minute,1, stop talking to me with predefined time
10578,sign_4422, so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup,1, so colville or chewelah fans aren't going to be happy with losing the should be a cool calm headed matchup
7460,sign_8819, there's rarely an issue without a race angle almost as though people are doing it on purpose to exploit others,1, all the issues always turn towards racist angle
636,train_2790,Sometimes I really feel like I need coffee to survive the day and I think that's what growing up is,0,
6231,test_a_1308,"It was officially announced yesterday that no one has died from Omicron since it emerged.  Cases are just that.  I was one.  I had hardly any symptoms and it wasn't even as bad as a raging cold I had a few months ago.  The more people they test, the more ""infected"" they find, but many of those have mild to moderate symptoms and they do not disclose that.",0,
695,sign_6173, rush accounts ? bring it on i love pressure i have it for breakfast,1, how i hate rush accounts due to illogical pressure
9611,sign_3367, so overwhelmed with all my friends responding to me,1, annoyed that my friends are not responding to me
3130,sign_7608, yes my friends let us band together to be furious about the homophobia of the spn and 1 oo noms no seriously let s,1, people like to find problems with everything
7626,test_a_100,Really great volunteering opportunity in Dunferline 👇. You'd be joining a great team!,0,
15793,train_214,"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1,The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. 
8202,train_2130,"Working in stately homes means walking in to a tap running that definitely wasn't when you locked up (and isn't broken), and hearing the doorstop that you're looking for knock against a cabinet when you're not in that part of the room.",0,
12256,sign_9309, stomach pain and throwing up all day is a great way to spend my day,1, stomach pain and throwing up all day is a worst way to spend my day
10870,sign_8022, when you see somebody at the grocery store and they're like hey what are you doing here ? i'm like oh just hunting elephants,1, when you see somebody at the grocery store and they're like hey what are you doing here ? i'm like oh just not hunting elephants
6414,sign_7694, yeah that all makes sense,1, totally nonsense
2983,sign_701, isn't it great that the gope is soooo much smarter than us ? i sleep better knowing that,1, isn't it great that the gope is not smarter than us ? i sleep better knowing that
15501,sign_6743, what a savage sport this baseball is even hockey does not allow bench clearing brawls,1, what a savage sport this baseball is even hockey does not allow bench clearing brawls
19038,sign_2833, i dont understand we got rid of the source of all our problems in mihajlovic yet were still dogshit ?,1, we didn t remove the source of all our problems in mihajlovic and that is why we still have problems
1241,sign_11541, if you want to change the world do it while you are single once you are married you can't even change the tv channel,1, i just had a fight with my spouse
13828,sign_12079, i love when i can't sleep,1, i hate it when i cant sleep
1856,train_1495,because my neighbours are just so unbelievably loud as of recent I’m whacking out my speaker and blasting Harry Styles. modern problems require modern solutions,0,
318,sign_12978, guys robin is getting better at least he didn't bring in danish for his first ever game right now,1, why would they put this guy in ?
18138,sign_13521, dozier hitting 3 rd ? makes sense,1, how does he do it ?
10836,sign_14071, bitch it's june you picked a great time to start working on your summer body,1, you really should have worked on your figure before
3073,sign_5782, this cavsraptors series is going to be hard fought and entertaining,1, this cavsraptors series is going to be boring and predictible
10338,sign_5627, maybe i should use my sarcasm for good instead of evil says sarcastically,1, i keep using my sarcasm for evil
17054,train_190,"It’s so amazing how people forget you exist until they want something from you :,)",1,It is terrible how people forget you exist until they want something from you. 
4097,sign_3390, yes i wanna thank sm for promoting yesung's album so well good job,1, yes i wanna thank sm for promoting yesung's album so well good job
1320,train_2479,ksu is requiring everyone to be vaccinated by December and i am so happy eeeee!!,0,
11225,sign_5712, fa manager of the season louis van gaal congratulations for the fantastic season we're looking forward to many more,1, louis van gaal is the worst manager of the season the season for horrible and we don't want to see more
17056,train_546,"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",1,Everyone is allowed good luck no matter if you like them or not.
14539,train_2537,I’ll miss waking up and hearing all the exciting news from overnight. I’ll miss the BBC coverage keeping me company during the day as I’m working. I’ll miss the feeling that there’s more to come the following day…,0,
7693,train_2026,my math prof is so fucked up for giving us a midterm tmrw.  i am unwell,0,
5685,sign_13088, gotta love yahoo and their dumb advertisements for psychological thrillers horror movies on my tumblr dashboard,1, the internet is showing ads that don't appeal to me
5140,sign_10805, malaysians nowadays are just too much caring for each other how cute,1, malaysians are not caring toward one another
13924,sign_7639, yes i would love a lesson on communism individual who only has reference through the word commie and has never read marx engels,1, yes i would love a lesson on communism individual who only has reference through the word commie and has never read marx engels
15228,sign_1868, no team has ever won a game if they were down by four or more runs it just can't be done,1, it is possible for a team to win a game even if it was down by four or more runs
8312,sign_4469, looking forward to a nice clean day of wafl football today,1, i am not looking forward to a day of wafl football today
7787,sign_12275, i love donald trump it's not like he's a racist egotistical narcissistic megalomaniac or anything,1, i don't like donald trump he's a racist egotistical narcissistic megalomaniac
3372,sign_10425, nice cross into the box by yedlin,1, bad cross into the box by yedlin
16146,sign_2273, throw it to first delino maybe you can get him out,1, throw it to first delino maybe you can get him out
14311,sign_5249, yay stress dreams,1, sulk stress dreams
3534,test_a_1074,why they talking about plan c when we’re all invited to a party at 10 Downing Street x,0,
8899,sign_10026, on that note i'm an email machine today very productive,1, too many emails is making it hard to get anything done
9051,train_2981,Pharmacy Benefit Managers are the first line of defense against rising drug costs. Unnecessary and burdensome government regulations make it harder for them to save you money. @WiltonSimpson @ChrisSprowls,0,
9410,sign_14917, don't rush me i'm waiting for the last minute,1, rush me i'm not waiting for the last minute
1136,train_2674,so good man  https://t.co/0QwOj3TEph,0,
1274,sign_13637, dear travelers pls bring along ur washing machine amp fridge as well considering those r hand luggage,1, dear travelers pls take along ur washing machine amp fridge as well considering those r hand luggage
11611,sign_5215, sorry i'm not good enough to talk to you,1, sorry i'm too shy to talk to you
17434,test_a_222,"Great stuff, all the fake beef and theatrics aren’t needed, just a good fight that sells itself",0,
13616,train_2301,yo where's the cheat for the kendall and kylie app at,0,
12089,sign_13787, clear example they made of sharapova then ey ?,1, they didn't make a clear example from sharapova
11692,sign_444, maybe i should start tweeting about um reptilians and the earth being flat lol,1, i have no reason to tweet about um reptilians and the earth being flat
2090,sign_5144, i had a dream that my best friend was dating my ex fling ha weird like that will ever happen,1, i had a dream that my best friend was dating my ex fling ha weird and it actually happened
15384,sign_7731, yay more rain,1, no more rain
12102,sign_7674, yeah he's not the mvp,1, thank god he's not the mvp
4522,sign_9888, pretty good data the last few days,1, my data is worse than usual
10845,sign_14907, i love said the person sarcastically,1, i hate said the person sarcastically
5271,train_3305,"Imagine spending 14 years building an image of being a genuine communist party only to throw it all down the shit can with a year long campaign of being bigoted traditionalists.

Funny how you see much less CPGB-ML activity in cities all across the UK since this shit started. https://t.co/NnurKZEZEk",0,
19481,train_2116,Why perform at the @BRITs if you’re going to mime? 🧐,0,
9351,sign_7987, who's turn is it to get traded tomorrow ?,1, who's turn is it to get traded tomorrow ?
3588,sign_11329, it's called,1, it's called
11433,sign_2632, you know what's awesome ? writing an apa formatted paper on email marketing optimization when you're sick and on lots of meds,1, you know what's awful ? writing an apa formatted paper on email marketing optimization when you're sick and on lots of meds
15297,sign_3862, so how does this affect the bills plans ?,1, this affetcs a lot the bills plans
11148,sign_13627, dentists make money off of people with bad teeth so should we really trust the toothpaste they recommend ?,1, dentists don t make money off of people with bad teeth so should we not really trust the toothpaste they recommend ?
2484,sign_13304, glad i turned this game on just in time to see the penguins score,1, annoyed i turned this game on just in time to see the penguins score
448,sign_9751, seeing the angry birds movie with my kids this should be fun,1, this movie is going to be terrible
18263,sign_8449, vaaaaaaamos m xico not sure if i can do this sober but i will try,1, vaaaaaaamos m xico not sure if i can do this sober but i will try
622,sign_6567, i'm still alive,1, i am dead
8763,sign_10977, listening to music while building a prize wheel for work my life is a riveting whirl of adventure the adrenaline the spontaneity,1, listening to music while building a prize wheel for work my life is not a riveting whirl of adventure the adrenaline the spontaneity
2543,sign_5336, the spanish karaoke bar down the street is producing some real winners tonight i love hearing it from my window,1, the spanish karaoke bar down the street is producing some real winners tonight i love hearing it from my window
2059,sign_12917, hate when i feel so emotional i just want to sleep a comfortable sleep i'm sure a cuppa will make it all better,1, love when i feel so emotional i just don t want to sleep a comfortable sleep i'm sure a cuppa will make it all worst
11518,train_3267,"...One of these is a massively expensive exercise in pushing the boundaries of what humans can achieve, and landing on Mars is also pretty neat!
This episode we're also tackling taking notes, reading new old comic books, and cheering on a rowing vet!",0,
12772,sign_4216, i would like to thank the espn 3 stream for being more than a minute behind the actual play truly great job guys,1, i would like to thank the espn 3 stream for being more than a minute behind the actual play truly great job guys
2249,sign_14694, i just love when customers make me repeat myself,1, i just hate when customers make me repeat myself
18514,sign_12863, hey darts fans all over the world i'm not sure i fully understand the chant how many phil taylors are there ?,1, your sports chant is lacking in creativity
1282,sign_3629, lots of people talking about the first round of the draft today good thing i care about the nfl,1, lots of people talking about the first round of the draft today i don't care about the nfl
17404,train_1361,Got razor burn on my mf armpits so that’s it this pain ain’t worth societal expectations on women,0,
7044,sign_5563, man i love being reminded how different i am makes me feel so good,1, man i hate being reminded of how different i am makes me feel so bad
10463,sign_1985, today literally so wonderful i could die,1, today literally so awful i could die
680,sign_5979, de gea might win the golden glove i mean sod the premiership thats better than the premiership title,1, de gea might win the golden glove i mean sod the premiership a consolation for losing out on the premiership title
14924,sign_13282, glad we took miles plumlee instead of draymond green,1, god damn we took miles plumlee instead of draymond green
7182,test_a_548,A lot of players need to leave that Chelsea team,0,
10186,sign_6051, someone please kill me so that i can have all the sleep i'm missing,1, i seriously need enough time to sleep
10312,test_a_129,Wake up. Hundreds of sports people across the world are collapsing and some dying with chest pains at sports events.,0,
